Step,Vehicle_ID,RSU_ID,Signal_Strength
0,0,4486462975,0.022299331085932964
1,0,4486462975,0.019551451420312053
1,1,41735772,0.015401011698674826
2,0,4486462975,0.01526816315228472
2,1,41735772,0.01376926425162884
2,2,41596696,0.015820118649752784
3,0,4347633568,0.0247437078350326
3,1,41735772,0.011297562162148842
3,2,41596696,0.013203761917527267
3,3,42306548,0.014651749460592712
4,0,4347633568,0.04943787259931484
4,1,41735772,0.00879104190493091
4,2,41596696,0.010373740363062548
4,3,42306548,0.012357159649264026
4,4,41954039,0.018563203532314557
5,0,4347633568,0.020242737164176468
5,1,340267810,0.00684797232960904
5,2,41596696,0.008011297807847107
5,3,42306548,0.009557781564789524
5,4,41954039,0.015911571733149877
5,5,41881243,0.01643655722808709
6,0,4347633567,0.020951322593049757
6,1,340267810,0.009709593879547718
6,2,41596696,0.006027747526266254
6,3,42306548,0.007121611621384702
6,4,7148450929,0.018155172943510916
6,5,41881243,0.014013803881543874
6,6,41511275,0.015994682399841344
7,0,4347633565,0.036382931335362204
7,1,340267810,0.01615545649534636
7,2,41585262,0.004835699040292395
7,3,42306548,0.005349493004468222
7,4,7148450929,0.02891594619557776
7,5,41881243,0.01063778065245428
7,6,41511275,0.014440978433482837
7,7,5143202598,0.03515266273035152
8,0,4848195932,0.02687643749708333
8,1,340267810,0.023077822081098494
8,2,41585262,0.006494698500340589
8,3,42306548,0.004118355512072242
8,4,7148450929,0.0379633306286278
8,5,41881243,0.00794881821501545
8,6,41511275,0.011979433052871634
8,7,5143202598,0.0270799660043457
8,8,41900048,0.03603092447154971
9,0,4347633564,0.01504220207857094
9,1,340267810,0.04770600798570701
9,2,41585262,0.009875183666384018
9,3,42306548,0.003342765051282304
9,4,7148450929,0.01862931490423093
9,5,41881243,0.005946056665222735
9,6,41511275,0.009524060567238042
9,7,5143202598,0.01771320911330187
9,8,41900048,0.028988337531506612
9,9,41881239,0.023118412305550225
10,0,4347633564,0.021486373848783026
10,1,340267810,0.025737808619751338
10,10,41516716,0.015669628523349997
10,2,41585262,0.021987889668072882
10,3,42306548,0.002816811655399522
10,4,7148450929,0.009924724522767287
10,5,41881243,0.004685253753933923
10,6,41511275,0.007179859576516438
10,7,5143202598,0.011833928183267922
10,8,41900048,0.019460339561099303
10,9,41881239,0.019483813843340435
11,0,4347633561,0.014206087792062918
11,1,340267810,0.013575321865255844
11,10,41516716,0.013779581912953151
11,11,41782015,0.014972225958649082
11,2,41585262,0.07629736553419632
11,3,42306548,0.0024407398101009507
11,4,7891532531,0.008324504730682927
11,5,41881243,0.0038626736620454676
11,6,41511272,0.008118510286614856
11,7,4347589941,0.010627159766839952
11,8,41900048,0.013055050035950118
11,9,41881239,0.014704916145741981
12,0,4347633560,0.007015736600604314
12,1,340267810,0.008602615541914852
12,10,41516716,0.01067600025340018
12,11,41782015,0.013635290088535037
12,12,42520085,0.0158835827427562
12,2,41585262,0.015450529440606844
12,3,42306548,0.002139342548385523
12,4,7891532531,0.011276449340835368
12,5,41881243,0.003358944074021948
12,6,41511272,0.013601612592871393
12,7,3216924878,0.01742982710681227
12,8,41900048,0.008951917595605154
12,9,41881239,0.010688103313165458
13,0,4347633560,0.012772234418615335
13,1,340267810,0.005822163283408191
13,10,41516716,0.008028194695449048
13,11,41782015,0.010829745735597049
13,12,42520085,0.013726912881355685
13,13,41533423,0.05929530806764192
13,2,41585262,0.00839958692928631
13,3,42306548,0.0019090076214149426
13,4,7891532531,0.008489435778815224
13,5,10270776452,0.003164409942516739
13,6,41511272,0.02191217623470458
13,7,3216924878,0.080450280345114
13,8,41900048,0.006311536286642533
13,9,41881239,0.007749142957352036
14,0,4347633560,0.02390714292156865
14,1,340267810,0.004194266885769903
14,10,41516716,0.005965299204276016
14,11,41782015,0.008151581073989712
14,12,42520085,0.01087380392393399
14,13,10270798135,0.10240472325007756
14,14,41990333,0.015925983240643447
14,2,41596699,0.010782254597006847
14,3,42306548,0.0017250230420091618
14,4,7891532531,0.005133907406046373
14,5,10270776452,0.0032704983253427048
14,6,41511272,0.04231404237717448
14,7,3216924878,0.015055450978504439
14,8,41900048,0.004861351117663065
14,9,41881239,0.005752296376372467
15,0,4347633560,0.029153866409781768
15,1,340267810,0.0031597177984539256
15,10,42008916,0.004974172212633696
15,11,42598330,0.009315478159078211
15,12,42520085,0.008076016082966197
15,13,10270798135,0.06744963908330533
15,14,41990333,0.013561168418016497
15,15,41879782,0.014161247499475385
15,2,41596699,0.02553862866884192
15,3,42306548,0.001574235265573765
15,4,7891532531,0.003449767575092732
15,5,10270776452,0.0033180797818777373
15,6,41511272,0.020235843875078513
15,7,4347708033,0.02488089188617517
15,8,41900043,0.004165608215970579
15,9,41881239,0.004599019699485087
16,0,371825475,0.03685795206045357
16,1,5204052863,0.004093665044960056
16,10,41879782,0.006395477827275524
16,11,42598330,0.017528119935440758
16,12,42520085,0.006142811051347561
16,13,10270798135,0.02448062746587699
16,14,41990333,0.010694551361030822
16,15,41879782,0.012418717208387853
16,16,2139420773,0.03782973975098096
16,2,41596699,0.0402631098219766
16,3,42306548,0.0014532819128639945
16,4,7891532531,0.002521973156983419
16,5,41881239,0.0037460069968895107
16,6,41511272,0.011079191557965681
16,7,4347708033,0.018309983751658907
16,8,41900043,0.005315578851774085
16,9,41881239,0.0038618549474012556
17,0,371825475,0.03155857813238452
17,1,5204052863,0.00694656691362045
17,10,41879782,0.010167710545802913
17,11,42598330,0.0601793675684384
17,12,42520085,0.004761686475263733
17,13,10270798135,0.013381378677439588
17,14,41990333,0.008089325507694098
17,15,41879782,0.010246890729063287
17,16,2139420773,0.07980042325045979
17,17,371160849,0.015966662464885834
17,2,41596699,0.02027488553413708
17,3,41581521,0.0015576074893988272
17,4,7891532526,0.0020418341493997376
17,5,41881239,0.004507498046441471
17,6,41511272,0.007035913923772939
17,7,4347708033,0.0063884083198864645
17,8,41900043,0.007275087451027142
17,9,41881239,0.003272878169998098
18,0,371825475,0.013707436586478128
18,1,5204052863,0.022753563132490096
18,10,41879782,0.017587799064613895
18,11,42598330,0.041662362605896924
18,12,41736308,0.0063766906656030665
18,13,41935897,0.008855562996150106
18,14,41990333,0.0060002677303342845
18,15,41879782,0.007886033398598278
18,16,2139420773,0.08006059250172272
18,17,371160849,0.013705456694520746
18,18,41782023,0.015036426527335467
18,2,41596699,0.01165499106892062
18,3,41581521,0.0016720263868475666
18,4,7891532526,0.0018077501521790214
18,5,41881239,0.005496744602265051
18,6,41511272,0.0048340607631293915
18,7,4347708037,0.01940479039880109
18,8,41900043,0.011510644395469718
18,9,10270776452,0.003117662405792633
19,0,371825475,0.008049197450056531
19,1,5204052863,0.02502111462130691
19,10,41879782,0.026285846014834458
19,11,42598330,0.019703463250130362
19,12,41736308,0.009945571313235002
19,13,41935897,0.013512898829151793
19,14,41990333,0.0046384940698220465
19,15,41879782,0.006021869964204646
19,16,2139420773,0.08006059250172272
19,17,371160849,0.010398453546461638
19,18,41782023,0.013175115213580089
19,19,41879773,0.015787095341076827
19,2,41596699,0.007431443144160531
19,3,41581521,0.0018001432806350123
19,4,7891532526,0.001558263036713872
19,5,41881239,0.0073383456683291945
19,6,41511272,0.003565351096130311
19,7,4347708038,0.03313826568186243
19,8,41900043,0.023803180280265436
19,9,10270776452,0.003034566626967331
20,0,4347633561,0.007996862500977801
20,1,5204052863,0.010010920124881986
20,10,41879782,0.025547352297143864
20,11,42598330,0.011807494125138304
20,12,41736308,0.022629736085164835
20,13,41935897,0.017503357115791564
20,14,41990333,0.0037543954642698853
20,15,41879782,0.004610819412856841
20,16,2139420773,0.08006059250172272
20,17,371160849,0.007922857343188455
20,18,41782023,0.010313254492189753
20,19,41879773,0.013274889260354373
20,2,41596699,0.005350044872330303
20,20,41575609,0.016595276024174422
20,3,41581521,0.0019368883172028685
20,4,7891532526,0.0013356900849393653
20,5,41881239,0.010465291637476178
20,6,41511272,0.0027371433893616727
20,7,4347708038,0.01869585105402157
20,8,41900043,0.044541241629611136
20,9,41881243,0.0032219519750401786
21,0,4351793085,0.016508831333086216
21,1,2139420751,0.012727368282266144
21,10,41879782,0.01753575670484099
21,11,42598330,0.007893242052915316
21,12,41736308,0.06601415352819086
21,13,41935897,0.031139096536625218
21,14,42033862,0.0046756015231874245
21,15,41879782,0.0036221484341978248
21,16,2139420773,0.08006059250172272
21,17,371160849,0.005978435262108048
21,18,41782023,0.008021124915604812
21,19,41879773,0.010571477614958932
21,2,41596699,0.0041767413883825035
21,20,41575609,0.013880301283573532
21,21,41580521,0.01586083872943935
21,3,41581521,0.0020763941464490925
21,4,7891532526,0.0011566429262484363
21,5,41881239,0.020029001563231855
21,6,1910498554,0.0030825962393615696
21,7,3230970578,0.10885340464003207
21,8,41900043,0.02327266304685452
21,9,41881243,0.0037113449669180214
22,0,4351793085,0.04441126957316442
22,1,2139420751,0.017971092444552736
22,10,41879782,0.01135858527004902
22,11,42598330,0.005674610636094369
22,12,41736308,0.014045113019322614
22,13,41935897,0.07607386609895758
22,14,42033862,0.0060656121922577745
22,15,3820084280,0.0031361788129305682
22,16,2139420773,0.08006059250172272
22,17,371160849,0.004582885727339896
22,18,42008920,0.008110107344920271
22,19,41879773,0.007935746795186948
22,2,41596699,0.0034204536857794505
22,20,41575609,0.010721758447171336
22,21,41580521,0.014309514211943718
22,22,41511322,0.01604197371028233
22,3,41581521,0.0022240649901273716
22,4,5724764200,0.0010215829791681915
22,5,41881239,0.04391072063480111
22,6,1910498554,0.003352931870629939
22,7,5102796605,0.07530710616029478
22,8,41900043,0.012857410696294478
22,9,41881243,0.004409149855163377
23,0,4347633564,0.011278899556455281
23,1,2139420751,0.04186783975948047
23,10,41879782,0.007692214926100236
23,11,42598330,0.004400483800562204
23,12,41736459,0.016600767729448795
23,13,41935897,0.030170324002012205
23,14,42033862,0.008924118003914457
23,15,41879786,0.004006147230229499
23,16,2139420773,0.08006059250172272
23,17,371160849,0.003758887922002145
23,18,42008920,0.01310818229417099
23,19,41879773,0.005949765476442576
23,2,41585254,0.003542073040483201
23,20,41575609,0.00800838144788736
23,21,41580521,0.01120319179166802
23,22,41511322,0.013969487285444542
23,23,41542419,0.015796720432261987
23,3,41581521,0.002369131261479008
23,4,5724764200,0.0009307547845352031
23,5,41881239,0.2543403604033277
23,6,1910498554,0.003162926163391414
23,7,5102796605,0.08086889427681347
23,8,41900043,0.007969509073084404
23,9,41881243,0.005377091426270869
24,0,4351793086,0.10420172167700197
24,1,2139420751,0.03802423749267063
24,10,41879782,0.005430646578568665
24,11,42269700,0.00421279295917379
24,12,41736459,0.03413100045767031
24,13,2139420751,0.03081328608947218
24,14,42033862,0.014157406318084648
24,15,41879786,0.005973317653225901
24,16,2139420773,0.08006059250172272
24,17,371160849,0.0031664008876570717
24,18,42008920,0.02554446243645597
24,19,41879773,0.004563902137832859
24,2,42276533,0.004255294328156952
24,20,41575609,0.00610310094583289
24,21,41580521,0.008306480871619287
24,22,41511322,0.010690687738150512
24,23,41542419,0.013123397526295277
24,24,4486235547,0.01865858944169977
24,3,41581521,0.0024830496601060395
24,4,5724764200,0.0008486157745796862
24,5,41881239,0.046374127896238244
24,6,1910498554,0.0026884247191131232
24,7,5102796605,0.06645394343822834
24,8,41900043,0.005747387505922824
24,9,41881243,0.007222611060633386
25,0,4347633567,0.04070625398548991
25,1,41935897,0.02116811167353622
25,10,42008916,0.005598833223613578
25,11,42269700,0.005447726194713535
25,12,41736459,0.0326200631711388
25,13,2139420751,0.06339478400314874
25,14,42033862,0.022220016668796676
25,15,41879786,0.0097002430922045
25,16,2139420773,0.08006059250172272
25,17,371160849,0.0027549779656247425
25,18,42008920,0.0406412457490043
25,19,41879773,0.0035342965631680653
25,2,42276533,0.0054396486178841545
25,20,41575609,0.0047443298982994386
25,21,41580521,0.006150129241926709
25,22,41511322,0.007900225319506403
25,23,41542419,0.009996097412115532
25,24,4486235547,0.01589481472655477
25,25,42276533,0.01583414753898141
25,3,41804746,0.002677855502508374
25,4,5724764200,0.000775335762969002
25,5,41881239,0.019259379352935486
25,6,41523479,0.0035851352906485193
25,7,5102796605,0.0626062821858797
25,8,41662032,0.005366878380827075
25,9,41881243,0.010400944641769378
26,0,4347633568,0.012366039684475217
26,1,41935897,0.057201231130739175
26,10,41516716,0.009231995227684673
26,11,42269700,0.0075150276558691685
26,12,41736459,0.016825904257039125
26,13,2139420751,0.014728772203885274
26,14,42033862,0.0787969761234444
26,15,41879786,0.01677390731155318
26,16,2139420773,0.08006059250172272
26,17,3823414796,0.0025408196761263946
26,18,42008920,0.022391930746494114
26,19,41879773,0.0029054563361062638
26,2,42276533,0.007692767836860368
26,20,41575609,0.0037971758977304415
26,21,41580521,0.004724346158735105
26,22,3820084281,0.010225334935555124
26,23,41542419,0.007582280773396461
26,24,4486235547,0.012574091288344162
26,25,42276533,0.01404736297928577
26,26,41662036,0.022043790636962646
26,3,41804746,0.0030256039501597508
26,4,5724764200,0.000711887130831058
26,5,41881239,0.010546465459644822
26,6,41523479,0.005258916749530374
26,7,5102796605,0.06253456609939502
26,8,41662032,0.007272033983166468
26,9,41881243,0.016476978542573406
27,0,7238058620,0.016544859990428946
27,1,41935897,0.024759513682554624
27,10,41516716,0.03415206658465558
27,11,42269700,0.012375134845409714
27,12,41736459,0.010213873368867822
27,13,5204052863,0.011681696227271188
27,14,42033862,0.024254555932728038
27,15,41879786,0.027271349021037138
27,16,2139420773,0.08006059250172272
27,17,3823414796,0.0029180516992115767
27,18,42008920,0.012938879168523277
27,19,2012647717,0.002858150513271112
27,2,42276533,0.012570627373659176
27,20,41575609,0.003192673157433461
27,21,41580521,0.003748506996198662
27,22,3820084281,0.017069720218111886
27,23,41542419,0.005804146150532424
27,24,4486235547,0.009485981537284192
27,25,42276533,0.011055316377238767
27,26,41662036,0.018390483728457103
27,27,3216924878,0.0203188450515823
27,3,41581521,0.0031671100284083576
27,4,5724764200,0.0006562033934001097
27,5,41881239,0.007391470891650331
27,6,41523479,0.00827543934186928
27,7,5102796605,0.06252821743275809
27,8,41662032,0.011726362205469947
27,9,41881243,0.024273663707249125
28,0,7238058620,0.07174453248429787
28,1,41935897,0.011958916566052873
28,10,41516716,0.01568641404473749
28,11,42269700,0.026593935236840855
28,12,41736459,0.006801802152825579
28,13,5204052863,0.06684311232907725
28,14,42033862,0.010450341741877167
28,15,41879786,0.036130255648463144
28,16,2139420773,0.08006059250172272
28,17,3823414796,0.0033829443033631737
28,18,42008920,0.008343191972665205
28,19,2012647717,0.0034973855969238007
28,2,42276533,0.019738101674387536
28,20,41575609,0.0027411691103487335
28,21,5204052866,0.0034918221572541527
28,22,3820084281,0.023879500570381632
28,23,41542419,0.0046335914727405345
28,24,4347633578,0.009175519130567248
28,25,42276533,0.008391610798996888
28,26,41662036,0.013191805247059114
28,27,3216924878,0.017592897261193192
28,28,41751331,0.016002674535063103
28,3,41581521,0.0038791573669041263
28,4,5724764200,0.0006046958172533779
28,5,41881239,0.005683111910011921
28,6,41523479,0.01349522215172616
28,7,5102796605,0.06252571652596427
28,8,41662032,0.01798486791227639
28,9,41881243,0.030909351730249793
29,0,2139420774,0.1138121161763221
29,1,4351793088,0.008634605319043507
29,10,41516716,0.006140019247337417
29,11,42269700,0.06103534887909951
29,12,41540976,0.009400915766466896
29,13,5204052863,0.013539952995532331
29,14,41662040,0.014521767752894722
29,15,41879786,0.025619297794493925
29,16,2139420773,0.08006059250172272
29,17,3823414796,0.004069171498019609
29,18,42598336,0.011711627550713474
29,19,2012647717,0.004487237898411408
29,2,42276533,0.08744952396982521
29,20,41575609,0.002410231145219105
29,21,5204052866,0.0034379842972258874
29,22,3820084281,0.03345063125709902
29,23,41542419,0.0038038348154053746
29,24,4347633578,0.012207439132613917
29,25,41585256,0.007314060953718607
29,26,41662036,0.009240798472815111
29,27,3216924878,0.013122652517388153
29,28,41751331,0.013516184452628123
29,29,41736305,0.015659288702895912
29,3,41581521,0.005001341024840742
29,4,5724764200,0.0005625142438414624
29,5,42500300,0.005390127310929748
29,6,41523479,0.022079897057854122
29,7,5102796605,0.06252571652596427
29,8,41662032,0.0571620894602576
29,9,41881243,0.03477317602006289
30,0,2139420774,0.03455881621682115
30,1,4351793088,0.011615593845507649
30,10,41671527,0.00450593951115126
30,11,42269700,0.053754190927542654
30,12,41540976,0.014801418330084757
30,13,5204052863,0.006088676803031878
30,14,41662040,0.021938436629777604
30,15,41879786,0.015268685996851975
30,16,2139420773,0.08006059250172272
30,17,3823414796,0.005077105662510614
30,18,42598336,0.024667454733157776
30,19,2012647717,0.006274902487377566
30,2,42276533,0.02136065876335662
30,20,3820084281,0.0023126613362723964
30,21,5204052866,0.003284999156387526
30,22,3820084281,0.024241546686940212
30,23,41542418,0.0046038807980056115
30,24,5668224889,0.030728359029423283
30,25,41585256,0.011247800803417266
30,26,41662036,0.006676363325378188
30,27,4347708033,0.013035851638779477
30,28,41751331,0.010664375525996563
30,29,41736305,0.013864486502888006
30,3,41581521,0.007035586163301123
30,4,5724764200,0.0005242732075087437
30,5,42500300,0.006979248383960976
30,6,41523479,0.032250114190159725
30,7,5102796605,0.06252571652596427
30,8,41662032,0.039185175921169775
30,9,41881243,0.02370797576052543
31,0,2139420774,0.02627919893234446
31,1,4351793088,0.00996078166278238
31,10,41671527,0.009353970730901223
31,11,42269700,0.0213371157106057
31,12,41540976,0.04491355350345577
31,13,5204052863,0.003798835641720384
31,14,41662040,0.09264901603757986
31,15,41879786,0.009632219014351207
31,16,2139420773,0.08006059250172272
31,17,3823414796,0.006736394721658786
31,18,42598336,0.042235485667103626
31,19,2012647717,0.010016543011629025
31,2,42276533,0.009789409803876162
31,20,3820084281,0.0022180421060850742
31,21,41573531,0.0039191439028434145
31,22,3820084281,0.016460775746433648
31,23,41542418,0.0058893673164786475
31,24,5668224889,0.025903396367954877
31,25,41585256,0.018342191948991917
31,26,41662036,0.0050091600087854545
31,27,4347708033,0.024119977388016658
31,28,41751331,0.008270832579752224
31,29,41736305,0.010848898349995091
31,3,41581521,0.012132500389983395
31,31,4351793085,0.019059537965124294
31,4,5724764200,0.000490377004209045
31,5,42500300,0.009874277964123653
31,6,41523479,0.023513856939145913
31,7,5102796605,0.06252571652596427
31,8,41662032,0.015657342815859284
31,9,41881243,0.015748416420203543
32,0,2139420774,0.024960764263062298
32,1,4347633570,0.011842530145423405
32,10,41671527,0.07228027751862123
32,11,42269700,0.011256787207671976
32,12,41540976,0.04801007352983428
32,13,340267810,0.003649280530648327
32,14,41662040,0.029671939789518167
32,15,41879786,0.006458982468351011
32,16,2139420773,0.08006059250172272
32,17,3823414796,0.010220579640439703
32,18,42598336,0.02073025699363376
32,19,2012647717,0.015905974501869754
32,2,42276533,0.006561101987561436
32,20,41511318,0.0022789523058280386
32,21,41573531,0.004967369263314524
32,22,3820084281,0.011282835821661438
32,23,41542418,0.007960157071616193
32,24,4347633587,0.16315554667331622
32,25,41585256,0.023491813763318912
32,26,41662036,0.004052941237440312
32,27,4347708033,0.057309134346199525
32,28,41751331,0.006319021793084516
32,29,41736305,0.007992185918539707
32,3,41581521,0.022345100524473468
32,31,4351793085,0.016916187149794013
32,32,41868400,0.01592068459257155
32,4,5724764200,0.0004602869293868253
32,5,42500300,0.0167980272405025
32,6,41523479,0.015434601955077943
32,7,5102796605,0.06252571652596427
32,8,41662032,0.008830991515670676
32,9,41881243,0.010537125092314142
33,0,2139420774,0.024455717804495677
33,1,4347633570,0.008374973975362913
33,10,41671527,0.007620482954198912
33,11,42269700,0.0070203911735242635
33,12,4347678601,0.05262590587296319
33,13,340267810,0.006422449943331438
33,14,41662040,0.014623198014055488
